env;wc2.1_30s_bio_1;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9;ALT;LAT;LON;ALLSKY_SFC_LW_DWN;ALLSKY_SFC_SW_DWN;PRECTOTCORR;RH2M;T2M;T2MDEW;T2M_MAX;T2M_MIN;WS2M;bdod_0-5cm_mean_30s;bdod_15-30cm_mean_30s;bdod_30-60cm_mean_30s;bdod_5-15cm_mean_30s;cfvo_0-5cm_mean_30s;cfvo_15-30cm_mean_30s;cfvo_30-60cm_mean_30s;cfvo_5-15cm_mean_30s;clay_15-30cm_mean_30s;clay_30-60cm_mean_30s;clay_5-15cm_mean_30s;nitrogen_0-5cm_mean_30s;nitrogen_15-30cm_mean_30s;nitrogen_30-60cm_mean_30s;nitrogen_5-15cm_mean_30s;ocd_0-5cm_mean_30s;ocd_15-30cm_mean_30s;ocd_30-60cm_mean_30s;ocd_5-15cm_mean_30s;phh2o_0-5cm_mean_30s;phh2o_15-30cm_mean_30s;phh2o_30-60cm_mean_30s;phh2o_5-15cm_mean_30s;sand_0-5cm_mean_30s;sand_15-30cm_mean_30s;sand_30-60cm_mean_30s;sand_5-15cm_mean_30s;SBIO2_Mean_Diurnal_Range_5_15cm;SBIO3_Isothermality_5_15cm;SBIO4_Temperature_Seasonality_5_15cm;silt_0-5cm_mean_30s;silt_15-30cm_mean_30s;silt_30-60cm_mean_30s;silt_5-15cm_mean_30s;soc_0-5cm_mean_30s;soc_15-30cm_mean_30s;soc_30-60cm_mean_30s;soc_5-15cm_mean_30s;soilT_1_5_15cm;soilT_10_5_15cm;soilT_11_5_15cm;soilT_12_5_15cm;soilT_2_5_15cm;soilT_3_5_15cm
E038;22.313;24.8;18.85;1487;286;16;91.305;828;63;419;77;12.875;61.019;244.011;33.2;12.1;21.1;23.783;20.15;777;-15.35;36.791;32.42708333;20.17083333;4.183333333;73.78541667;21.96583333;16.05;31.96416667;13.83;1.88875;1.299999952;1.299999952;1.299999952;1.299999952;5;7;9;5;28;38;26;1.700000048;1.200000048;0.800000012;1.299999952;2.799999952;1.799999952;1.100000024;2.400000095;5.599999905;5.599999905;5.599999905;5.599999905;55;53;46;55;2.599999905;16.79999924;360.2000122;20;19;16;20;23.70000076;13.69999981;7.699999809;19.20000076;234;247;282;248;231;235
E039;21.825;24.367;18.017;1070;225;14;95.731;648;43;526;43;12.917;61.216;271.699;31.3;10.2;21.1;24.367;18.017;640;-18.955;33.267;32.56916667;19.97041667;3.713333333;70.965;21.575;14.95583333;33.41208333;12.46125;1.795416667;1.399999976;1.5;1.5;1.399999976;4;6;10;5;24;30;19;1.200000048;0.699999988;0.5;0.800000012;2.099999905;1.200000048;0.699999988;1.700000048;6;6;5.900000095;6;67;63;58;68;3.200000048;19.29999924;397.8999939;13;13;12;13;16;8.5;5.199999809;10.60000038;250;234;257;257;242;241
E040;19.438;20.05;19.15;1211;206;8;55.664;475;65;226;365;10.742;80.162;40.961;26.4;13;13.4;19.267;19.45;1654;-2.483;29.767;31.82833333;18.41208333;2.812916667;71.50083333;20.85666667;14.70875;29.25416667;13.78125;1.54375;1.200000048;1.299999952;1.399999976;1.299999952;7;6;7;7;34;40;33;2.799999952;1.799999952;1.200000048;1.799999952;4.300000191;2.700000048;1.600000024;3.599999905;5.599999905;5.400000095;5.400000095;5.599999905;50;50;46;51;2;26.79999924;107.1999969;16;16;14;16;44.20000076;24;17.10000038;32.09999847;192;186;192;194;195;190
E041;21.042;21.667;20.717;888;145;5;58.939;345;38;151;110;10.95;81.111;41.77;28;14.5;13.5;21;21.017;1351;-2.205;30.241;32.35875;18.785;2.743333333;72.25375;20.31958333;14.40166667;28.87583333;13.25666667;1.318333333;1.200000048;1.299999952;1.299999952;1.299999952;5;7;8;6;38;41;33;2.099999905;1;0.699999988;1.600000024;3;1.700000048;1.100000024;2.400000095;6;6;6;6;46;43;40;46;2.900000095;34.29999924;123.5;22;19;19;21;48.29999924;19.20000076;14;26.10000038;216;212;220;212;221;213
E042;20.525;20.85;20.3;941;157;8;53.628;363;61;215;130;11.933;85.238;28.405;27.6;13.6;14;20.5;20.517;1377;-1.407;30.287;32.11666667;18.40041667;3.695833333;78.3625;17.83583333;13.52666667;25.81125;11.12083333;0.743333333;1.299999952;1.399999976;1.399999976;1.399999976;5;6;8;5;43;45;41;2.599999905;1.399999976;1;1.600000024;3.700000048;2;1;2.599999905;5.900000095;5.900000095;5.900000095;5.900000095;37;36;35;38;2.299999952;36;95.40000153;22;22;20;21;28.5;15.19999981;10.80000019;22.5;212;207;216;209;210;209
E043;23.108;24.333;22.017;1171;150;24;43.312;403;112;150;369;11.617;79.566;90.825;31.4;16.8;14.6;22.283;23.967;1064;1.857;32.244;34.07333333;21.1325;2.6625;64.62666667;24.8225;16.65;33.39458333;17.78916667;1.90875;1.299999952;1.399999976;1.399999976;1.299999952;8;11;13;9;39;44;35;3.299999952;1.799999952;1.399999976;2.299999952;3.400000095;2;1.200000048;3;6.199999809;6.199999809;6.199999809;6.199999809;43;41;37;44;2.400000095;28.10000038;239.5;22;20;19;22;38.79999924;15.10000038;11.89999962;23.20000076;262;209;242;246;256;244
E044;22.083;22.667;21.283;1422;210;62;39.35;502;227;297;227;10.483;84.543;55.282;28.4;16;12.4;22.433;21.283;1201;0.443;33.216;33.59583333;21.24125;4.38875;73.70791667;22.93041667;17.59;29.49;17.24875;1.542083333;1.299999952;1.299999952;1.299999952;1.299999952;10;13;16;11;38;41;35;2.799999952;1.799999952;1;1.899999976;4.099999905;2.200000048;1.200000048;3.099999905;5.699999809;5.699999809;5.699999809;5.699999809;40;38;36;40;-0.600000024;-21.39999962;147.1000061;25;24;23;25;54.09999847;23.10000038;13.80000019;35;219;205;225;223;223;222
E045;22.717;23.233;22.317;1026;143;36;41.403;353;153;174;303;11.4;87.023;40.415;29.6;16.5;13.1;22.483;22.917;1015;0.21;30.114;33.79458333;18.78916667;3.256666667;71.69583333;22.2975;16.34875;29.99583333;16.55166667;1.464166667;1.299999952;1.299999952;1.399999976;1.299999952;10;12;14;11;41;42;37;3.799999952;1.799999952;1.200000048;2.599999905;4;2.299999952;1.299999952;3.099999905;6.199999809;6.099999905;6.199999809;6.099999905;35;33;32;36;1.799999952;32;93.19999695;27;26;26;27;41.40000153;18.70000076;18.70000076;33.20000076;231;217;228;229;229;230
E046;23.167;24.767;21.9;1350;184;20;52.221;495;90;134;449;12.933;77.445;113.765;32.7;16;16.7;21.9;24.283;1107;2.311;32.913;33.87833333;21.46791667;2.633333333;59.78125;25.28416667;15.51333333;35.07416667;17.25583333;1.9;1.200000048;1.299999952;1.299999952;1.200000048;10;13;15;11;42;47;38;2.5;1.600000024;1.299999952;1.600000024;3.099999905;1.899999976;1.200000048;2.700000048;6.300000191;6.199999809;6.199999809;6.199999809;38;36;33;39;2.5;26.20000076;270.7999878;23;22;20;23;36.5;17.60000038;10.89999962;23.20000076;268;227;260;265;268;262
E047;18.083;20.9;13.9;849;217;1;112.481;569;3;479;3;13.05;58.259;301.544;27.8;5.4;22.4;20.767;13.9;1294;-17.48;31.03;30.47333333;21.44166667;2.055833333;60.67791667;20.33625;10.77166667;32.04708333;10.09708333;2.3675;1.299999952;1.399999976;1.399999976;1.399999976;6;6;9;5;30;38;27;1.5;0.800000012;0.5;1;2.5;1.600000024;0.800000012;2.299999952;5.900000095;5.800000191;5.900000095;5.900000095;38;37;32;38;5;26.39999962;388.2000122;35;33;30;35;19.70000076;10.10000038;5.5;15.5;209;227;231;211;216;208
E048;21.804;24.783;17.65;711;165;0;111.555;475;1;268;6;14.192;56.767;299.541;33.5;8.5;25;23.5;17.7;1006;-18.19;29.52;30.89416667;21.98375;1.79875;50.51;23.45875;10.215;35.33916667;12.55125;2.196666667;1.5;1.5;1.5;1.5;12;14;17;12;31;30;33;1.299999952;0.600000024;0.400000006;0.800000012;2.200000048;1.299999952;0.699999988;2;5.900000095;5.900000095;6.099999905;5.800000191;32;32;33;30;4.099999905;22.70000076;419.3999939;38;37;37;37;17.39999962;9.899999619;5.599999905;10.60000038;243;269;279;253;241;241
E049;21.867;24.783;17.6;541;115;4;97.824;339;15;293;15;14.033;61.281;306.537;31.7;8.8;22.9;24.667;17.6;513;-20.47;32.14;31.53375;20.72791667;1.240833333;53.54041667;24.27041667;12.45333333;37.4275;14.24083333;2.37875;1.5;1.5;1.5;1.5;4;6;9;4;31;36;24;1;0.800000012;0.5;0.899999976;2;1.399999976;1.100000024;1.799999952;6.599999905;6.800000191;6.800000191;6.699999809;57;50;46;56;3;17.10000038;426.2000122;20;19;18;20;15.19999981;9.100000381;8.300000191;11.30000019;259;262;280;254;255;254
E050;18.1;21.233;13.5;855;227;0;115.766;584;2;503;2;12.517;55.878;331.95;27.9;5.5;22.4;21.1;13.5;1266;-17.16;31.37;30.47333333;21.44166667;1.96875;61.91125;20.76916667;11.64541667;32.295;11.04791667;2.528333333;1.399999976;1.399999976;1.399999976;1.399999976;5;7;9;5;27;34;19;1.5;0.699999988;0.400000006;0.899999976;2.5;1.600000024;0.800000012;2.200000048;6;6;6;6;64;57;50;63;5.099999905;28.89999962;357.7999878;18;16;15;18;17.10000038;10.19999981;5.800000191;13.89999962;202;233;234;207;210;199
E051;18.671;21.383;14.533;771;169;5;97.973;475;17;475;17;12.775;59.419;297.478;28.2;6.7;21.5;21.383;14.533;1133;-18.894;32.606;29.305;21.11583333;2.97375;67.38583333;19.82166667;12.19166667;31.66708333;10.83083333;1.8525;1.399999976;1.5;1.5;1.399999976;6;7;9;5;32;40;24;1.299999952;0.800000012;0.600000024;1;2.400000095;1.299999952;0.800000012;1.899999976;6.099999905;6.099999905;6.099999905;6.099999905;56;49;43;56;3.599999905;22.5;420.7999878;21;18;17;20;17.60000038;8.199999809;6.5;13;225;220;236;232;223;215
E052;19.346;22.233;14.983;863;216;1;113.217;584;6;299;6;13.758;57.326;309.122;30;6;24;21.767;14.983;1180;-17.546;31.558;30.47333333;21.44166667;2.055833333;60.67791667;20.33625;10.77166667;32.04708333;10.09708333;2.3675;1.5;1.600000024;1.600000024;1.600000024;3;4;6;3;23;28;18;1;0.400000006;0.300000012;0.699999988;1.899999976;1.100000024;0.699999988;1.700000048;5.900000095;5.800000191;5.800000191;5.900000095;66;61;56;65;4.400000095;24.20000076;419.2000122;16;16;15;17;13.5;6.300000191;4.099999905;12.69999981;229;238;255;240;227;231
E053;18.3;21.033;14.267;815;195;1;108.047;532;4;304;4;13.317;57.153;289.655;29;5.7;23.3;20.35;14.267;1394;-17.643;30.4;30.07625;21.53291667;2.212916667;60.05708333;20.23583333;10.44166667;31.66375;10.31416667;2.56375;1.5;1.600000024;1.600000024;1.600000024;5;6;10;5;22;33;16;1.100000024;0.5;0.300000012;0.699999988;2;1;0.600000024;1.899999976;5.900000095;5.800000191;5.900000095;5.900000095;66;64;54;69;4;22.39999962;412.8999939;15;14;13;16;14.10000038;7;3.299999952;11.5;224;231;246;233;219;221
E054;18.142;20.717;14.1;859;205;1;108.617;563;7;312;7;13.05;58.784;284.132;27.9;5.7;22.2;20.35;14.1;1532;-17.717;31.083;30.47333333;21.44166667;2.055833333;60.67791667;20.33625;10.77166667;32.04708333;10.09708333;2.3675;1.5;1.5;1.399999976;1.5;3;3;5;3;36;50;36;1.200000048;0.699999988;0.5;1;2.200000048;1.200000048;0.699999988;1.799999952;5.800000191;5.699999809;5.699999809;5.800000191;46;41;31;41;4.099999905;25.10000038;409.2000122;22;23;20;23;15;7.5;4.099999905;13.39999962;212;218;230;220;208;204
E055;18.321;21.05;14.1;894;219;1;111.189;596;6;312;6;13.258;57.897;300.306;28.4;5.5;22.9;20.783;14.1;1362;-17.65;31.236;30.47333333;21.44166667;2.055833333;60.67791667;20.33625;10.77166667;32.04708333;10.09708333;2.3675;1.5;1.5;1.5;1.5;3;3;4;2;29;37;24;1;0.400000006;0.300000012;0.800000012;2.099999905;1.100000024;0.699999988;1.899999976;5.800000191;5.800000191;5.800000191;5.800000191;60;55;48;59;4.300000191;24.20000076;416.5;17;16;15;17;13.89999962;6.400000095;4;10.69999981;224;225;241;231;220;220
E056;18.321;20.95;14.317;818;190;1;107.553;533;6;300;6;13.542;58.622;284.145;28.6;5.5;23.1;20.483;14.317;1466;-17.733;30.883;30.07625;21.53291667;2.212916667;60.05708333;20.23583333;10.44166667;31.66375;10.31416667;2.56375;1.399999976;1.5;1.399999976;1.5;5;6;9;5;31;41;28;1.600000024;1;0.600000024;1.700000048;2.299999952;1.299999952;0.800000012;1.799999952;5.900000095;5.800000191;5.800000191;5.800000191;48;46;38;48;4.300000191;24.20000076;422.8999939;23;23;20;24;16.39999962;8.399999619;6.300000191;17.60000038;219;228;240;228;215;210
E057;25.992;28.15;24.167;1088;215;0;94.477;618;4;98;618;12.067;64.875;157.03;35.6;17;18.6;24.167;26.233;430;9.84;3.095;34.75458333;18.48708333;2.81375;61.9775;26.57625;16.7125;36.435;18.59041667;2.05625;1.299999952;1.299999952;1.299999952;1.299999952;12;13;19;11;27;29;20;1.100000024;0.5;0.400000006;0.699999988;1.700000048;1;0.600000024;1.600000024;6.099999905;5.800000191;5.800000191;6;64;57;55;63;3.799999952;32;266.2000122;18;16;15;17;16.10000038;6.699999809;4.400000095;9.600000381;280;256;293;281;292;315
E058;27.071;29.767;25.183;1046;254;1;107.722;677;7;165;677;12.175;62.758;188.203;37.1;17.7;19.4;25.183;26.117;386;10.9;1.922;34.19041667;19.40041667;3.04125;58.34333333;26.81166667;15.69291667;36.60166667;18.49833333;2.092083333;1.399999976;1.5;1.5;1.399999976;14;17;22;14;24;29;20;1.899999976;0.899999976;0.699999988;1.200000048;2;1.100000024;0.699999988;1.799999952;6.400000095;6.400000095;6.5;6.400000095;52;49;45;51;4.400000095;35.90000153;254.1000061;30;28;26;29;12.19999981;6.599999905;4.599999905;9.600000381;279;273;309;287;292;332
E059;27.212;29.2;25.217;1044;167;5;74.505;486;19;172;486;10.875;68.829;155.229;36.4;20.6;15.8;25.217;27.617;196;8.126;2.123;35.12916667;17.65958333;3.4225;74.46583333;26.61083333;20.72916667;34.92375;19.85416667;1.725416667;1.399999976;1.5;1.600000024;1.399999976;10;14;20;11;17;23;14;1.200000048;0.600000024;0.5;1;2;1.100000024;0.699999988;1.799999952;6.199999809;6.099999905;6.099999905;6.199999809;63;65;59;67;1.799999952;20.79999924;257.2999878;19;18;18;19;17.5;6.900000095;5.199999809;11.5;296;257;306;292;299;304
E060;27.108;28.817;25.25;1014;144;7;64.455;410;34;216;386;9.867;70.476;142.06;35.4;21.4;14;26.3;27.667;140;7.372;1.756;35.44291667;17.65416667;2.96;75.40708333;26.84375;21.23666667;35.20666667;20.40125;1.885416667;1.399999976;1.5;1.600000024;1.399999976;11;15;19;11;21;31;20;2.299999952;1.5;1.399999976;1.799999952;2.299999952;1;0.800000012;1.799999952;6.300000191;6.199999809;6.300000191;6.300000191;50;55;47;55;1.200000048;16.5;233.6999969;23;24;22;25;26.60000038;9.899999619;13.19999981;17.10000038;299;259;308;295;296;298
E061;27.075;28.95;25.117;1025;167;6;74.272;471;20;171;471;10.517;69.647;150.673;35.9;20.8;15.1;25.117;27.55;191;7.943;1.871;35.44291667;17.65416667;3.4225;74.46583333;26.61083333;20.72916667;34.92375;19.85416667;1.725416667;1.399999976;1.5;1.5;1.399999976;13;19;27;14;16;27;14;1.5;0.600000024;0.5;1.100000024;2.200000048;1.100000024;0.699999988;1.700000048;6.199999809;6.199999809;6.199999809;6.199999809;63;66;58;68;1.899999976;21;259.3999939;18;17;15;18;21.5;8;4.800000191;14.30000019;298;256;307;292;300;303
E062;16.425;17.633;15.417;1549;222;27;62.168;655;89;403;641;14.35;79.282;89.532;25.6;7.5;18.1;15.583;16.55;2323;7.767;36;30.08416667;19.65166667;7.5725;80.04125;16.84291667;12.81291667;24.11125;10.35958333;0.276666667;1.100000024;1.100000024;1.100000024;1.100000024;16;18;20;17;44;51;38;4.5;2.599999905;1.700000048;3.5;4.599999905;2.900000095;1.600000024;3.799999952;5.599999905;5.599999905;5.599999905;5.599999905;29;26;22;29;1.299999952;24.39999962;170.5;32;30;27;33;59.40000153;25.10000038;14.19999981;37.79999924;137;120;157;141;141;142
E063;23.542;25.9;22.283;1534;400;2;115.031;1013;7;169;1010;15.3;68;154.858;35.2;12.7;22.5;22.717;22.933;1076;11.3;36.4;32.41958333;21.43208333;4.082916667;60.32125;24.33166667;13.75708333;33.85083333;16.50875;1.530416667;1.200000048;1.200000048;1.200000048;1.200000048;14;17;20;15;48;55;37;2.299999952;1.299999952;0.899999976;1.799999952;2.799999952;1.899999976;0.899999976;2.700000048;5.800000191;5.800000191;5.800000191;5.800000191;30;23;19;29;3.900000095;35;288.7999878;35;29;25;34;29.89999962;16.29999924;9.600000381;25.5;250;227;257;240;261;278
E064;28.112;30.733;26.1;1092;217;2;84.726;569;14;135;569;11.575;60.921;184.528;38;19;19;26.1;28.2;177;9.386;-1;35.26375;18.86791667;2.505833333;60.74375;27.96416667;17.91041667;37.63916667;20.06375;2.056666667;1.5;1.5;1.600000024;1.5;13;16;21;13;18;19;18;1.299999952;0.699999988;0.400000006;1.200000048;2.099999905;1.200000048;0.699999988;1.600000024;5.900000095;5.900000095;5.900000095;5.900000095;42;41;40;41;3.099999905;26.70000076;267;41;41;41;41;14.10000038;5.900000095;3.799999952;11.10000038;298;261;314;301;309;338
E065;27.404;29.967;25.433;986;210;1;91.041;561;12;101;561;11.742;61.475;182.588;37.3;18.2;19.1;25.433;27.383;299;9.986;-2.467;35.06166667;18.65;2.995;60.39625;27.18666667;16.88791667;36.79541667;18.98166667;2.024166667;1.399999976;1.5;1.5;1.5;10;14;18;11;28;30;24;1.299999952;0.600000024;0.5;1;2.200000048;1.200000048;0.699999988;1.899999976;6.300000191;6.300000191;6.300000191;6.300000191;49;45;42;48;3.200000048;29.10000038;251.5;29;27;28;28;15.30000019;8.399999619;6.300000191;10.80000019;290;275;310;293;303;333
E066;26.508;28.067;25.233;1263;184;5;62.831;493;52;260;415;9.767;68.779;112.165;34.3;20.1;14.2;26.1;26.917;207;7.383;-1.35;35.2275;17.6575;3.206666667;70.7025;27.11125;20.25583333;35.73083333;20.29416667;1.847916667;1.399999976;1.5;1.600000024;1.5;8;13;17;9;19;30;17;5.699999809;10.69999981;11;7.699999809;2.700000048;0.899999976;0.600000024;1.700000048;6.300000191;6.199999809;6.099999905;6.199999809;66;65;57;67;1.600000024;19.60000038;213.5;16;16;14;16;37.29999924;35;26.10000038;33.40000153;290;253;302;286;295;296
E067;26.446;27.783;25.017;1349;201;14;53.854;513;101;330;368;9.008;75.7;107.014;33.1;21.2;11.9;26.9;26.95;270;6.717;-1.6;35.26708333;16.81583333;4.037083333;78.96416667;25.92416667;21.27625;33.32625;20.08416667;1.667083333;1.399999976;1.399999976;1.5;1.399999976;9;15;18;11;27;35;23;4.199999809;2.700000048;3;2.599999905;3.400000095;1;0.699999988;2;5.699999809;5.699999809;5.599999905;5.699999809;59;56;49;60;1.5;19;204.8000031;18;17;16;18;36;18.5;14.89999962;18.70000076;287;250;296;280;285;279
E068;21.721;22.6;20.9;1624;246;56;42.7;626;215;273;370;12.275;83.503;66.86;29.6;14.9;14.7;22.133;22.317;1331;0.595;34.472;31.92;21.4825;4.632916667;72.28958333;22.25375;16.27416667;30.21916667;15.48208333;1.4375;1.200000048;1.299999952;1.299999952;1.200000048;11;13;14;12;42;45;41;2.799999952;1.700000048;1.5;0.699999988;3.599999905;2.200000048;1.200000048;2.900000095;5.599999905;5.599999905;5.599999905;5.5;35;34;32;34;3;36.5;208.8999939;26;24;22;25;39;14.60000038;9.199999809;19.20000076;233;204;231;235;232;235
E069;23.225;24.833;21.15;590;164;1;112.244;318;5;214;5;11.1;69.375;146.869;31.5;15.5;16;23.817;21.15;813;-2.375;38.01;34.32458333;20.47291667;1.407916667;64.90416667;24.34;16.005;34.5425;16.4075;0.845833333;1.299999952;1.399999976;1.399999976;1.399999976;3;4;4;3;32;39;27;1;0.600000024;0.5;0.899999976;1.899999976;1.100000024;0.800000012;1.5;6.199999809;6.199999809;6.099999905;6.199999809;60;55;49;60;1.799999952;24.60000038;178.3000031;14;12;13;13;11.30000019;6.699999809;5.099999905;10;257;253;251;248;259;266
E070;18.296;19.667;16.483;1164;276;30;80.768;582;92;425;108;11.675;72.969;126.176;27.1;11.1;16;19.317;16.7;1756;-1.086;36.818;30.905;21.24791667;1.7375;67.80958333;19.31875;12.09125;29.13625;11.54208333;2.75;1.200000048;1.200000048;1.299999952;1.200000048;7;10;12;10;51;55;46;3.599999905;2.5;1.899999976;2.700000048;4.199999809;2.5;1.299999952;3.200000048;6.099999905;6.099999905;6.099999905;6.099999905;24;22;20;24;3.799999952;34.90000153;226.6000061;31;28;25;31;38.90000153;22.70000076;17.70000076;30.5;204;181;191;189;205;208
E071;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.343;35.944;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E072;26.813;30.367;24.517;927;248;0;117.49;641;0;108;1;13.408;57.546;239.745;38;14.7;23.3;25.417;25;417;11.467;5.643;34.19958333;20.03166667;2.405416667;52.56875;26.82458333;13.48416667;37.08541667;18.24583333;2.365833333;1.399999976;1.399999976;1.399999976;1.399999976;14;14;20;12;22;30;19;1;0.400000006;0.300000012;0.5;1.299999952;0.800000012;0.699999988;1.200000048;6.300000191;6.300000191;6.300000191;6.300000191;69;66;58;69;3.5;30.29999924;244.1000061;13;12;12;13;9.5;5.400000095;3.700000048;7.199999809;282;273;299;284;297;331
E073;27.313;31.05;24.333;864;254;0;127.458;633;0;46;3;13.158;55.993;277.219;39.2;15.7;23.5;26.25;24.533;323;13.117;-9.467;33.87708333;20.72;3.60125;52.7475;27.18;12.97708333;36.705;18.33541667;2.025;1.5;1.5;1.600000024;1.600000024;18;20;30;18;26;28;18;0.800000012;0.600000024;0.5;0.699999988;1.700000048;1;0.699999988;1.600000024;6.099999905;5.5;5.5;6;48;41;39;46;4.400000095;34.5;247.3999939;37;33;33;36;9.199999809;5.900000095;4.199999809;7.599999905;279;290;318;286;295;339
E074;27.45;30.95;24.533;837;245;0;120.005;585;1;94;3;13.767;55.962;262.964;39;14.4;24.6;26.5;24.583;312;12.586;-5.705;34.00875;20.95083333;2.849166667;53.63541667;26.86291667;13.89875;36.83625;17.76291667;2.192083333;1.5;1.600000024;1.600000024;1.5;2;3;9;2;9;16;6;0.699999988;0.300000012;0.200000003;0.300000012;1.799999952;1.299999952;0.699999988;1.5;5.800000191;5.699999809;5.699999809;5.800000191;69;66;59;68;4.199999809;35.70000076;222.3000031;25;25;24;26;9.899999619;5.400000095;4.5;6.199999809;278;294;322;289;293;334
E075;23.737;26.4;20.4;941;251;5;119.36;665;19;256;22;11.508;58.123;240.946;33.2;13.4;19.8;25.067;20.583;508;-14.264;34.57;31.76375;20.68041667;2.70875;73.15541667;19.27625;13.44083333;29.25208333;10.69083333;1.563333333;1.399999976;1.399999976;1.5;1.399999976;3;6;6;4;23;26;19;1.200000048;0.800000012;0.699999988;1;1.899999976;1.100000024;0.600000024;1.5;6.199999809;6.099999905;6.199999809;6.099999905;74;69;67;74;1.899999976;14;363;7;7;7;7;13;8.5;5.400000095;11.5;256;290;309;268;253;258
E076;22.621;25.367;18.983;1062;244;15;92.274;632;57;282;88;11.175;56.726;261.668;32;12.3;19.7;24.467;19.233;641;-15.221;35.491;32.48;20.54208333;2.977083333;66.23916667;23.77458333;16.02375;32.28458333;15.91333333;2.932916667;1.399999976;1.399999976;1.399999976;1.399999976;3;4;5;3;18;18;16;1.399999976;1;0.600000024;0.899999976;2.5;1.299999952;0.800000012;1.700000048;6.199999809;6.300000191;6.300000191;6.199999809;67;66;67;68;2.299999952;14.89999962;377.3999939;16;16;15;16;15.5;9.699999809;5.699999809;13.80000019;247;267;301;259;243;246
E077;21.154;24;17.983;987;240;0;118.472;677;0;99;5;12.625;57.386;242.379;31.8;9.8;22;21.967;18;1112;-13.672;32.66;32.1625;21.12083333;1.985416667;59.97541667;23.04916667;13.28291667;33.13583333;14.17708333;2.8575;1.399999976;1.399999976;1.399999976;1.399999976;2;3;5;2;24;28;18;1.200000048;0.699999988;0.400000006;0.899999976;2.099999905;1.299999952;0.699999988;1.799999952;6.099999905;6.099999905;6.199999809;6.099999905;68;61;58;66;2.900000095;18.39999962;374.2000122;16;15;14;16;19;7.099999905;5.599999905;14.69999981;225;267;286;245;216;230
E078;20.854;23.483;17.35;786;210;0;125.149;577;2;235;4;12.508;58.178;247.28;30.7;9.2;21.5;22.317;18.9;1064;-13.251;33.369;31.22375;20.93166667;1.990833333;64.05041667;21.82333333;13.34708333;31.87375;12.85708333;2.6375;1.5;1.5;1.5;1.5;2;5;7;2;19;21;20;1.5;1;0.699999988;1.299999952;2.200000048;1.299999952;0.800000012;1.600000024;6.400000095;6.400000095;6.900000095;6.400000095;73;73;71;72;2.200000048;14.5;375.2999878;8;8;8;8;19.20000076;7.800000191;6.599999905;14.10000038;226;281;279;245;216;233
E079;19.958;22.533;16.333;858;214;0;118.936;591;1;255;1;11.967;57.257;250.416;29.6;8.7;20.9;21.533;16.333;1251;-12.563;33.277;30.88375;20.44041667;2.135833333;66.91166667;21.4375;13.91916667;30.91625;13.70666667;3.04875;1.399999976;1.399999976;1.399999976;1.399999976;1;2;4;1;22;29;20;1.100000024;0.699999988;0.5;1;1.899999976;1.200000048;0.600000024;1.600000024;6.099999905;6;6.099999905;6.099999905;73;71;64;73;2.200000048;15.19999981;365.8999939;7;7;7;8;13.5;7.099999905;5;12;213;245;263;228;201;213
E080;26.342;28.2;24.567;1269;193;6;65.597;502;44;241;460;9.117;67.034;140.855;34.2;20.6;13.6;25.65;27.117;222;7.504;3.902;35.2575;16.51375;4.12125;84.24916667;25.35875;22.16833333;31.73625;19.86666667;1.58;1.399999976;1.5;1.5;1.5;13;18;24;13;19;27;17;2;0.600000024;0.400000006;1.299999952;2.5;1;0.600000024;1.700000048;6.300000191;6.300000191;6.300000191;6.300000191;68;67;60;68;0.600000024;9.100000381;218.8000031;15;14;13;15;28.39999962;6.800000191;4.699999809;14.19999981;281;247;296;278;286;282
E081;24.862;28.25;22.733;977;280;0;118.674;670;1;139;1;12.775;59.696;225.753;35.2;13.8;21.4;23.733;22.733;680;11.209;7.603;33.14;20.27833333;3.414583333;57.54;24.36416667;13.20125;34.10666667;15.8675;2.385833333;1.299999952;1.299999952;1.299999952;1.299999952;13;8;10;7;24;29;15;0.899999976;0.5;0.5;0.5;1.5;1.100000024;0.699999988;1.600000024;5.800000191;5.699999809;5.599999905;5.800000191;48;41;37;46;4.099999905;33.40000153;205.6000061;39;35;34;39;9.800000191;6;5;8.399999619;250;257;274;259;270;303
